ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,data_source,ma_short,ma_long,signal,position,daily_ret,strategy_ret,strategy_nav,bh_nav,strategy_dd,bh_dd
000776.SZ,20250812,19.7,20.07,19.64,19.99,19.61,0.379999999999999,1.937786843447216,677801.0,,tushare_legacy_get_k_data,19.656,19.604,0,0.0,0.01937786843447209,0.0,1.0,1.179351032448378,0.0,0.0
000776.SZ,20250813,20.12,20.75,19.99,20.44,19.99,0.4500000000000028,2.251125562781405,1046489.0,,tushare_legacy_get_k_data,19.822,19.670666666666666,0,0.0,0.022511255627813975,0.0,1.0,1.2058997050147497,0.0,0.0
000776.SZ,20250814,20.44,21.25,20.36,20.64,20.44,0.1999999999999993,0.9784735812133036,1136197.0,,tushare_legacy_get_k_data,20.058,19.715333333333334,0,0.0,0.009784735812133016,0.0,1.0,1.2176991150442482,0.0,0.0
000776.SZ,20250815,20.59,21.67,20.49,21.18,20.64,0.5399999999999991,2.6162790697674376,1302409.0,,tushare_legacy_get_k_data,20.372,19.805333333333333,0,0.0,0.026162790697674465,0.0,1.0,1.2495575221238944,0.0,0.0
000776.SZ,20250818,21.26,21.27,20.61,20.81,21.18,-0.370000000000001,-1.7469310670443865,1389938.0,,tushare_legacy_get_k_data,20.612000000000002,19.86466666666667,0,0.0,-0.017469310670443883,-0.0,1.0,1.227728613569322,0.0,0.017469310670443883
000776.SZ,20250819,20.6,20.9,20.52,20.61,20.81,-0.1999999999999993,-0.9610764055742398,573379.0,,tushare_legacy_get_k_data,20.735999999999997,19.917333333333332,0,0.0,-0.009610764055742349,-0.0,1.0,1.2159292035398235,0.0,0.026912181303116234
000776.SZ,20250820,20.5,20.97,20.41,20.91,20.61,0.3000000000000007,1.4556040756914157,611366.0,,tushare_legacy_get_k_data,20.83,20.000666666666667,0,0.0,0.01455604075691408,0.0,1.0,1.2336283185840713,0.0,0.012747875354107707
000776.SZ,20250821,21.13,21.18,20.67,20.8,20.91,-0.1099999999999994,-0.5260640841702507,589168.0,,tushare_legacy_get_k_data,20.862000000000002,20.11466666666667,0,0.0,-0.005260640841702524,-0.0,1.0,1.227138643067847,0.0,0.01794145420207749
000776.SZ,20250822,20.75,22.4,20.71,22.32,20.8,1.5199999999999996,7.307692307692306,1402882.0,,tushare_legacy_get_k_data,21.09,20.32,0,0.0,0.07307692307692304,0.0,1.0,1.3168141592920357,0.0,0.0
000776.SZ,20250825,22.4,22.45,21.76,22.2,22.32,-0.120000000000001,-0.5376344086021551,1126936.0,,tushare_legacy_get_k_data,21.368000000000002,20.514666666666663,0,0.0,-0.005376344086021501,-0.0,1.0,1.3097345132743365,0.0,0.005376344086021501
000776.SZ,20250826,22.01,22.09,21.76,21.88,22.2,-0.3200000000000003,-1.441441441441443,625916.0,,tushare_legacy_get_k_data,21.622,20.671333333333333,0,0.0,-0.014414414414414378,-0.0,1.0,1.290855457227139,0.0,0.01971326164874554
000776.SZ,20250827,21.88,21.96,21.07,21.09,21.88,-0.7899999999999991,-3.6106032906764134,928491.0,,tushare_legacy_get_k_data,21.658,20.77,0,0.0,-0.036106032906764174,-0.0,1.0,1.2442477876106197,0.0,0.05510752688172049
000776.SZ,20250828,20.99,21.71,20.97,21.65,21.09,0.5599999999999987,2.6552868658131756,748945.0,,tushare_legacy_get_k_data,21.828,20.916,0,0.0,0.02655286865813178,0.0,1.0,1.2772861356932155,0.0,0.030017921146953563
000776.SZ,20250829,21.71,22.03,21.57,21.78,21.65,0.1300000000000025,0.600461893764446,839434.0,,tushare_legacy_get_k_data,21.72,21.06066666666667,0,0.0,0.006004618937644368,0.0,1.0,1.2849557522123896,0.0,0.024193548387096864
000776.SZ,20250901,21.89,21.94,21.54,21.57,21.78,-0.2100000000000008,-0.9641873278236952,681238.0,,tushare_legacy_get_k_data,21.594,21.191333333333333,0,0.0,-0.009641873278236957,-0.0,1.0,1.272566371681416,0.0,0.0336021505376346
000776.SZ,20250902,21.62,21.75,21.02,21.21,21.57,-0.3599999999999994,-1.6689847009735717,617224.0,,tushare_legacy_get_k_data,21.46,21.272666666666666,0,0.0,-0.016689847009735748,-0.0,1.0,1.2513274336283187,0.0,0.0497311827956991
000776.SZ,20250903,21.22,21.36,20.38,20.53,21.21,-0.6799999999999997,-3.2060348892032047,709934.0,,tushare_legacy_get_k_data,21.348,21.278666666666666,0,0.0,-0.03206034889203202,-0.0,1.0,1.2112094395280237,0.0,0.08019713261648753
000776.SZ,20250904,20.53,20.68,19.96,20.24,20.53,-0.2900000000000027,-1.412566975158318,663880.0,,tushare_legacy_get_k_data,21.066000000000003,21.252,-1,0.0,-0.014125669751583136,-0.0,1.0,1.1941002949852508,0.0,0.0931899641577062
000776.SZ,20250905,20.31,20.55,20.08,20.49,20.24,0.25,1.2351778656126484,522401.0,,tushare_legacy_get_k_data,20.808,21.206,0,0.0,0.012351778656126466,0.0,1.0,1.2088495575221239,0.0,0.08198924731182822
000776.SZ,20250908,20.53,20.63,20.05,20.26,20.49,-0.2299999999999968,-1.1224987798926154,600814.0,,tushare_legacy_get_k_data,20.546,21.16933333333333,0,0.0,-0.011224987798926112,-0.0,1.0,1.1952802359882009,0.0,0.0922939068100358
