ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,data_source
600519.SH,20250707,1370.299,1371.519,1358.029,1358.719,,,,23855.0,,tushare_legacy_get_k_data
600519.SH,20250708,1358.729,1368.019,1358.719,1364.129,1358.719,5.4099999999998545,0.39816915786118057,18674.0,,tushare_legacy_get_k_data
600519.SH,20250709,1363.019,1377.989,1362.189,1366.899,1364.129,2.769999999999982,0.203059974533199,27745.0,,tushare_legacy_get_k_data
600519.SH,20250710,1366.989,1384.199,1358.419,1374.519,1366.899,7.620000000000118,0.5574662063546845,38725.0,,tushare_legacy_get_k_data
600519.SH,20250711,1371.179,1406.019,1371.179,1375.019,1374.519,0.5,0.03637636147626915,57243.0,,tushare_legacy_get_k_data
600519.SH,20250714,1378.019,1382.999,1369.619,1371.619,1375.019,-3.400000000000091,-0.2472693104604439,27781.0,,tushare_legacy_get_k_data
600519.SH,20250715,1368.999,1370.949,1356.339,1359.019,1371.619,-12.599999999999909,-0.9186224454458497,35406.0,,tushare_legacy_get_k_data
600519.SH,20250716,1358.029,1365.509,1357.969,1359.049,1359.019,0.029999999999972715,0.002207474656349375,21286.0,,tushare_legacy_get_k_data
600519.SH,20250717,1361.999,1371.029,1360.899,1364.369,1359.049,5.319999999999936,0.39145019789572977,23106.0,,tushare_legacy_get_k_data
600519.SH,20250718,1368.019,1385.829,1364.399,1385.019,1364.369,20.65000000000009,1.5135201693969953,41823.0,,tushare_legacy_get_k_data
600519.SH,20250721,1385.009,1394.819,1383.019,1391.019,1385.019,6.0,0.4332070534772447,26203.0,,tushare_legacy_get_k_data
600519.SH,20250722,1392.019,1414.619,1388.699,1412.999,1391.019,21.980000000000018,1.5801365761359134,42119.0,,tushare_legacy_get_k_data
600519.SH,20250723,1417.019,1443.019,1416.969,1423.519,1412.999,10.519999999999982,0.7445157427570707,45045.0,,tushare_legacy_get_k_data
600519.SH,20250724,1424.019,1447.019,1423.019,1439.519,1423.519,16.0,1.1239751629588366,38804.0,,tushare_legacy_get_k_data
600519.SH,20250725,1439.419,1439.419,1401.019,1403.019,1439.519,-36.5,-2.5355691727584007,41911.0,,tushare_legacy_get_k_data
600519.SH,20250728,1401.019,1403.009,1384.319,1386.679,1403.019,-16.339999999999918,-1.164631412689345,38586.0,,tushare_legacy_get_k_data
600519.SH,20250729,1387.619,1396.809,1383.029,1387.019,1386.679,0.33999999999991815,0.024519012691467754,26304.0,,tushare_legacy_get_k_data
600519.SH,20250730,1392.019,1405.179,1385.019,1397.459,1387.019,10.440000000000055,0.7526933661326957,31868.0,,tushare_legacy_get_k_data
600519.SH,20250731,1391.019,1392.889,1366.019,1369.689,1397.459,-27.769999999999982,-1.9871781569262483,51798.0,,tushare_legacy_get_k_data
600519.SH,20250801,1369.889,1373.979,1362.019,1365.019,1369.689,-4.670000000000073,-0.34095331129913964,29636.0,,tushare_legacy_get_k_data
600519.SH,20250804,1363.019,1367.819,1362.019,1367.019,1365.019,2.0,0.14651810707396745,18688.0,,tushare_legacy_get_k_data
600519.SH,20250805,1369.019,1377.959,1365.129,1375.759,1367.019,8.740000000000009,0.639347368251649,25342.0,,tushare_legacy_get_k_data
600519.SH,20250806,1377.019,1377.019,1367.319,1371.899,1375.759,-3.8600000000001273,-0.28057239676426815,23699.0,,tushare_legacy_get_k_data
600519.SH,20250807,1371.899,1375.719,1368.079,1370.369,1371.899,-1.5299999999999727,-0.11152424486058907,28001.0,,tushare_legacy_get_k_data
600519.SH,20250808,1371.069,1374.519,1366.019,1368.989,1370.369,-1.3799999999998818,-0.10070280340549749,18655.0,,tushare_legacy_get_k_data
600519.SH,20250811,1371.519,1400.009,1371.019,1393.019,1368.989,24.029999999999973,1.7553099404012722,47159.0,,tushare_legacy_get_k_data
600519.SH,20250812,1397.019,1413.089,1384.019,1385.059,1393.019,-7.960000000000036,-0.571420777462478,42019.0,,tushare_legacy_get_k_data
600519.SH,20250813,1373.019,1381.699,1368.019,1368.069,1385.059,-16.99000000000001,-1.2266625465052396,65528.0,,tushare_legacy_get_k_data
600519.SH,20250814,1368.959,1395.529,1368.959,1375.009,1368.069,6.940000000000055,0.5072843548095933,48129.0,,tushare_legacy_get_k_data
600519.SH,20250815,1374.029,1376.679,1368.239,1370.099,1375.009,-4.910000000000082,-0.35708857178389974,47582.0,,tushare_legacy_get_k_data
600519.SH,20250818,1375.009,1384.659,1371.119,1376.519,1370.099,6.420000000000073,0.4685792778478105,47378.0,,tushare_legacy_get_k_data
600519.SH,20250819,1381.519,1394.679,1380.019,1386.019,1376.519,9.5,0.6901466670638037,46372.0,,tushare_legacy_get_k_data
