ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,data_source,rsi14,macd_dif,macd_dea,macd_hist,bb_middle,bb_upper,bb_lower,kdj_k,kdj_d,kdj_j
000776.SZ,20250820,20.5,20.97,20.41,20.91,20.61,0.3000000000000007,1.4556040756914157,611366.0,,tushare_legacy_get_k_data,72.94429313847562,0.6961321550242303,0.6487352071682372,0.09479389571198626,19.9605,21.135054809278767,18.785945190721232,67.49733812689234,68.2340696165678,66.02387514754145
000776.SZ,20250821,21.13,21.18,20.67,20.8,20.91,-0.1099999999999994,-0.5260640841702507,589168.0,,tushare_legacy_get_k_data,70.62860439229742,0.6842503786934664,0.6558382414732831,0.05682427444036664,20.002000000000002,21.232294273740997,18.771705726259007,64.96750345172238,67.14521422828598,60.612081898595164
000776.SZ,20250822,20.75,22.4,20.71,22.32,20.8,1.5199999999999996,7.307692307692306,1402882.0,,tushare_legacy_get_k_data,80.05224148790828,0.788397130813884,0.6823500193414033,0.21209422294496139,20.1265,21.714055038415953,18.538944961584047,75.67881872626904,69.98974906094699,87.05695805691315
000776.SZ,20250825,22.4,22.45,21.76,22.2,22.32,-0.120000000000001,-0.5376344086021551,1126936.0,,tushare_legacy_get_k_data,77.92654272167833,0.8514363567678984,0.7161672868267023,0.2705381398823923,20.2405,22.06250411635097,18.418495883649033,80.39834527550727,73.45928113246708,94.27647356158764
000776.SZ,20250826,22.01,22.09,21.76,21.88,22.2,-0.3200000000000003,-1.441441441441443,625916.0,,tushare_legacy_get_k_data,72.40512095875457,0.865596019760158,0.7460530334133935,0.23908597269352905,20.3435,22.287591304440166,18.39940869555983,77.84132109276241,74.9199611192322,83.68404103982283
000776.SZ,20250827,21.88,21.96,21.07,21.09,21.88,-0.7899999999999991,-3.6106032906764134,928491.0,,tushare_legacy_get_k_data,60.92774928946106,0.8038054876912959,0.7576035242689739,0.09240392684464394,20.415,22.358465976033504,18.471534023966495,63.005325172952716,70.9484158038057,47.11914391124674
000776.SZ,20250828,20.99,21.71,20.97,21.65,21.09,0.5599999999999987,2.6552868658131756,748945.0,,tushare_legacy_get_k_data,65.14547167929808,0.7909062903417201,0.7642640774835232,0.0532844257163938,20.543,22.457534930472637,18.628465069527362,62.26498802379852,68.05393987713664,50.68708431712227
000776.SZ,20250829,21.71,22.03,21.57,21.78,21.65,0.1300000000000025,0.600461893764446,839434.0,,tushare_legacy_get_k_data,66.0613630494133,0.7821572748645096,0.7678427169597205,0.028629115809578165,20.67,22.558756204490106,18.781243795509898,63.89561293089838,66.66783089505722,58.3511770025807
000776.SZ,20250901,21.89,21.94,21.54,21.57,21.78,-0.2100000000000008,-0.9641873278236952,681238.0,,tushare_legacy_get_k_data,63.17347629596254,0.7496370231388951,0.7642015781955555,-0.029129110113320644,20.7845,22.59848428879631,18.970515711203692,61.551323653278665,64.96232848113104,54.72931399757391
000776.SZ,20250902,21.62,21.75,21.02,21.21,21.57,-0.3599999999999994,-1.6689847009735717,617224.0,,tushare_legacy_get_k_data,58.45580012219143,0.6868973726628269,0.7487407370890098,-0.12368672885236576,20.8685,22.59585954566496,19.14114045433504,51.14657531941424,60.357077427225434,32.72557110379185
000776.SZ,20250903,21.22,21.36,20.38,20.53,21.21,-0.6799999999999997,-3.2060348892032047,709934.0,,tushare_legacy_get_k_data,50.74687618958273,0.5756694713193227,0.7141264839350724,-0.27691402523149944,20.9145,22.55201610679097,19.27698389320903,36.513175816807596,52.40911022375282,4.721307002917143
000776.SZ,20250904,20.53,20.68,19.96,20.24,20.53,-0.2900000000000027,-1.412566975158318,663880.0,,tushare_legacy_get_k_data,47.84879262995163,0.45883086518045957,0.6630673601841498,-0.40847299000738047,20.9535,22.484268107846464,19.422731892153532,28.090443851097938,44.30288809953453,-4.33444464577525
000776.SZ,20250905,20.31,20.55,20.08,20.49,20.24,0.25,1.2351778656126484,522401.0,,tushare_legacy_get_k_data,50.474562177213464,0.38200482487017595,0.6068548531213551,-0.44970005650235834,20.9975,22.417878470690063,19.577121529309935,27.021172270058997,38.54231615637602,3.978884497424957
000776.SZ,20250908,20.53,20.63,20.05,20.26,20.49,-0.2299999999999968,-1.1224987798926154,600814.0,,tushare_legacy_get_k_data,48.07630458219963,0.29911257306160266,0.5453063971094047,-0.492387648095604,21.029999999999998,22.347952958189268,19.712047041810727,22.845032721102143,33.30988834461806,1.9153214740703106
000776.SZ,20250909,20.19,20.79,20.12,20.49,20.26,0.2299999999999968,1.1352418558736272,554257.0,,tushare_legacy_get_k_data,50.60386153777661,0.24910738918808661,0.4860665955251411,-0.47391841267410895,21.055,22.310587511884314,19.799412488115685,23.764643392167894,30.12814002713467,11.03765012223434
000776.SZ,20250910,20.46,20.77,20.36,20.43,20.49,-0.0599999999999987,-0.2928257686676365,381830.0,,tushare_legacy_get_k_data,49.92116427705125,0.20230438314259303,0.4293141530486315,-0.454019539812077,21.054499999999997,22.31107431137193,19.797925688628066,23.41153359799919,27.88927121742284,14.45605835915189
000776.SZ,20250911,20.38,21.12,20.33,21.05,20.43,0.620000000000001,3.034752814488502,707365.0,,tushare_legacy_get_k_data,56.45813645357621,0.2127885877150142,0.38600903998190805,-0.34644090453378773,21.075,22.317151359537093,19.832848640462906,33.95785741550114,29.912133283448938,42.04930567960554
000776.SZ,20250912,21.03,21.33,20.86,20.96,21.05,-0.0899999999999998,-0.4275534441805218,503989.0,,tushare_legacy_get_k_data,55.32909093552905,0.21139827975648018,0.3510868879368225,-0.2793772163606847,21.064,22.306133648203705,19.821866351796295,41.2605455395706,33.69493736882283,56.391761881066145
000776.SZ,20250915,20.95,21.51,20.81,21.13,20.96,0.1699999999999981,0.8110687022900674,580467.0,,tushare_legacy_get_k_data,57.075249919031606,0.22146116349544798,0.3251617430485476,-0.20740115910619927,21.08,22.31686700982759,19.843132990172407,52.66832068229432,40.01939847331332,77.9661651002563
000776.SZ,20250916,21.12,21.24,20.67,21.0,21.13,-0.129999999999999,-0.61523899668717,440179.0,,tushare_legacy_get_k_data,55.2952263748006,0.21645104490352196,0.3034196034195425,-0.17393711703204107,21.0995,22.31827766635258,19.88072233364742,57.47780518604564,45.83886737755743,80.75568080302206
000776.SZ,20250917,21.1,21.25,20.84,21.1,21.0,0.1000000000000014,0.476190476190483,471727.0,,tushare_legacy_get_k_data,56.42111484518611,0.2180362677172134,0.2863429362790767,-0.13661333712372659,21.109,22.324679234008645,19.89332076599136,62.29113953042312,51.32295809517933,84.22750240091071
000776.SZ,20250918,20.98,21.1,19.92,20.28,21.1,-0.8200000000000003,-3.8862559241706176,1006249.0,,tushare_legacy_get_k_data,46.15591570300381,0.1513804021984022,0.2593504294629418,-0.21594005452907916,21.083,22.345348604783894,19.820651395216103,49.07459616493615,50.5735041184316,46.076780257945245
000776.SZ,20250919,20.13,20.35,20.02,20.15,20.28,-0.1300000000000025,-0.6410256410256536,409982.0,,tushare_legacy_get_k_data,44.76537990599542,0.08706164257883842,0.22489267208612113,-0.2756620590145654,20.9745,22.163827120686253,19.785172879313745,37.538200378301184,46.22840287172146,20.15779539146064
000776.SZ,20250922,20.14,20.51,20.11,20.5,20.15,0.3500000000000014,1.7369727047146473,354302.0,,tushare_legacy_get_k_data,49.20255011015262,0.06359752444295452,0.19263364255748783,-0.2580722362290666,20.8895,21.95263639764607,19.826363602353933,37.18479605932863,43.213867267590516,25.126653642804868
000776.SZ,20250923,20.38,20.68,20.11,20.39,20.5,-0.1099999999999994,-0.5365853658536558,411614.0,,tushare_legacy_get_k_data,47.900160247208014,0.03571426921463683,0.16124976788891765,-0.25107099734856164,20.815,21.79568343516135,19.83431656483865,34.64311351544338,40.35694935020813,23.215441845913872
000776.SZ,20250924,20.31,20.66,20.25,20.58,20.39,0.1899999999999977,0.9318293281019996,372293.0,,tushare_legacy_get_k_data,50.34506214040799,0.028618108916496965,0.13472343609443352,-0.2122106543558731,20.789499999999997,21.766771200844403,19.81222879915559,36.9318869977169,39.21526189937772,32.36513719439526
000776.SZ,20250925,20.48,20.97,20.41,20.82,20.58,0.240000000000002,1.1661807580175023,438271.0,,tushare_legacy_get_k_data,53.324642007219424,0.04187760601719859,0.11615427007898654,-0.1485533281235759,20.747999999999998,21.642574759312975,19.85342524068702,43.48918252677979,40.63990210851175,49.18774336331589
000776.SZ,20250926,20.71,21.01,20.6,20.76,20.82,-0.0599999999999987,-0.2881844380403396,343020.0,,tushare_legacy_get_k_data,52.476858221151566,0.047002538434931296,0.1023239237501755,-0.11064277063048841,20.697,21.456528801297143,19.937471198702855,50.04541993013392,43.775074715719136,62.586110358963495
000776.SZ,20250929,20.71,22.85,20.68,22.85,20.76,2.09,10.067437379576107,2007565.0,,tushare_legacy_get_k_data,70.23103685910276,0.2172058041361744,0.12530029982737528,0.18381100861759825,20.761,21.91648950665935,19.60551049334065,66.69694662008928,51.415698683842514,97.2594424925828
000776.SZ,20250930,22.85,22.96,22.1,22.18,22.85,-0.6700000000000017,-2.9321663019693727,1670990.0,,tushare_legacy_get_k_data,62.207736670652636,0.2946333678150843,0.1591669134249171,0.27093290878033444,20.8095,22.108784033612306,19.510215966387694,69.24533283444546,57.358910067376826,93.01817836858274
000776.SZ,20251009,22.12,23.44,21.7,23.09,22.18,0.91,4.102795311091074,1714165.0,,tushare_legacy_get_k_data,67.61864581005224,0.42453093630636474,0.21223971800120664,0.4245824366103162,20.9375,22.564495697597216,19.310504302402784,76.08558251341196,63.6011342160552,101.05447910812549
000776.SZ,20251010,22.95,24.55,22.86,23.95,23.09,0.8599999999999994,3.7245560848852297,1634380.0,,tushare_legacy_get_k_data,71.73703017424334,0.5900685647675523,0.2878054873544758,0.604526154826153,21.123,23.179016536898438,19.066983463101565,79.5525505044368,68.91827297884906,100.82110555561226
000776.SZ,20251013,23.22,23.9,22.48,23.13,23.95,-0.8200000000000003,-3.4237995824634666,1578988.0,,tushare_legacy_get_k_data,63.450596422529486,0.6476257544192805,0.3597695407674368,0.5757124273036874,21.255000000000003,23.464746591806364,19.04525340819364,75.70770634229719,71.18141743333177,84.76028416022803
000776.SZ,20251014,23.19,24.25,22.91,23.22,23.13,0.0899999999999998,0.3891050583657581,1521727.0,,tushare_legacy_get_k_data,63.94289486952219,0.6925195553781087,0.4263195436895712,0.532400023377075,21.403,23.720240600369287,19.08575939963071,73.49506004215161,71.95263163627172,76.57991685391139
000776.SZ,20251015,23.58,24.5,22.91,24.43,23.22,1.2100000000000009,5.211024978466843,1854319.0,,tushare_legacy_get_k_data,69.82715628839341,0.8163250170366965,0.5043206383589963,0.6240087573554003,21.6,24.223013534086284,18.97698646591372,81.36385645322184,75.0897065752551,93.91215620915534
000776.SZ,20251016,23.9,24.32,23.65,24.18,24.43,-0.25,-1.023331968890708,1389859.0,,tushare_legacy_get_k_data,67.3804908087975,0.8840777289682222,0.5802720564808416,0.6076113449747613,21.7875,24.579824300649875,18.995175699350128,84.45354143294958,78.21098486115325,96.93865457654223
000776.SZ,20251017,24.16,24.4,23.12,23.27,24.18,-0.91,-3.7634408602150544,1208233.0,,tushare_legacy_get_k_data,59.243282740525544,0.8544927855645099,0.6351162022975753,0.4387531665338693,21.8985,24.740782709372834,19.056217290627163,78.61071582179412,78.3442285147002,79.14369043598194
000776.SZ,20251020,23.45,23.68,22.55,22.62,23.27,-0.6499999999999986,-2.7932960893854686,1214430.0,,tushare_legacy_get_k_data,54.207602997085665,0.7697240374782446,0.6620377693337092,0.21537253628907083,21.9815,24.80620724146765,19.15679275853235,63.16737779932475,73.28527827624171,42.93157684549081
000776.SZ,20251021,22.66,23.02,22.44,22.78,22.62,0.1600000000000001,0.7073386383731217,1166854.0,,tushare_legacy_get_k_data,55.21668516832916,0.7073015250177406,0.6710905204705154,0.07242200909445029,22.064,24.880781141657934,19.247218858342066,54.74316414691827,67.10457356646722,30.02034530782035
000776.SZ,20251022,22.51,22.68,22.18,22.33,22.78,-0.4500000000000028,-1.975417032484648,756133.0,,tushare_legacy_get_k_data,51.7619034813583,0.6144371460242688,0.6597598455812661,-0.0906453991139946,22.1305,24.906161903042186,19.354838096957817,38.60514740596237,57.60476484629894,0.6059125252892272
000776.SZ,20251023,22.34,22.8,22.19,22.68,22.33,0.3500000000000014,1.5673981191222637,708738.0,,tushare_legacy_get_k_data,54.164035468802716,0.5625982491373698,0.6403275262924869,-0.15545855431023425,22.2095,24.953099642805004,19.465900357194993,32.92067298328526,49.37673422529438,0.008550499267016676
000776.SZ,20251024,22.6,22.96,22.52,22.96,22.68,0.2800000000000011,1.234567901234573,830150.0,,tushare_legacy_get_k_data,56.049611683542494,0.5379085350620194,0.6198437280463934,-0.16387038596874803,22.3435,24.955696585251527,19.73130341474847,33.15401187391432,43.96916010816769,11.523715405407572
000776.SZ,20251027,23.21,23.75,22.88,23.41,22.96,0.4499999999999993,1.9599303135888468,1243388.0,,tushare_legacy_get_k_data,58.9708651563828,0.5483321660849008,0.6055414156540949,-0.11441849913838831,22.5065,24.952413121923943,20.060586878076055,39.775088375713,42.57113619734946,34.18299273244007
000776.SZ,20251028,23.15,23.34,22.88,22.98,23.41,-0.4299999999999997,-1.8368218709952997,796345.0,,tushare_legacy_get_k_data,55.19556624047794,0.5159480346517178,0.5876227394536195,-0.1433494096038035,22.6305,24.902199584011875,20.358800415988128,38.528737595820694,41.22366999683987,33.13887279378234
000776.SZ,20251029,22.9,24.1,22.88,23.92,22.98,0.9400000000000012,4.090513489991302,1225789.0,,tushare_legacy_get_k_data,61.06384795535015,0.5596818572080373,0.5820345630045031,-0.04470541159293151,22.807,24.896163468951077,20.71783653104892,51.81195119000663,44.753097061228786,65.92965944756233
000776.SZ,20251030,23.92,24.0,23.5,23.55,23.92,-0.370000000000001,-1.5468227424749204,811281.0,,tushare_legacy_get_k_data,57.851916517807,0.5580524377611873,0.5772381379558399,-0.0383714003893052,22.9555,24.798025169434514,21.112974830565488,58.32602301555997,49.27740571267251,76.42325762133488
000776.SZ,20251031,23.66,23.7,22.56,22.57,23.55,-0.9800000000000004,-4.161358811040341,1223770.0,,tushare_legacy_get_k_data,50.304505260461625,0.47223961696651884,0.5562384337579757,-0.16799763358291364,23.043,24.618412326979723,21.467587673020276,45.65484867703998,48.069886700794996,40.824772629529946
000776.SZ,20251103,22.53,22.57,21.93,22.42,22.57,-0.1499999999999985,-0.6645990252547567,744258.0,,tushare_legacy_get_k_data,49.24550342535049,0.3876598899397372,0.522522724994328,-0.26972567010918147,23.125999999999998,24.346481872048766,21.90551812795123,37.963447505123455,44.70107363557115,24.488195244228066
000776.SZ,20251104,22.42,22.47,22.13,22.23,22.42,-0.1900000000000012,-0.8474576271186498,451961.0,,tushare_legacy_get_k_data,47.87080453441685,0.3018192503610386,0.4783820300676701,-0.35312555941326296,23.095000000000002,24.37212959405053,21.817870405949474,29.91725993429122,39.77313573514451,10.205508332584643
000776.SZ,20251105,22.04,22.34,21.97,22.22,22.23,-0.0100000000000015,-0.0449842555105783,383786.0,,tushare_legacy_get_k_data,47.79518113513576,0.23032793159868348,0.4287712103738728,-0.3968865575503786,23.097,24.36850462051841,21.82549537948159,24.399525056040517,34.64859884210984,3.901377483901868
000776.SZ,20251106,22.34,23.38,22.3,23.15,22.22,0.9299999999999996,4.185418541854184,1215562.0,,tushare_legacy_get_k_data,54.92656419059917,0.24587942907434623,0.3921928541139675,-0.2926268500792425,23.1,24.371707513542194,21.82829248645781,35.00674942292099,34.76798236904689,35.48428353066919
000776.SZ,20251107,23.0,23.04,22.71,22.75,23.15,-0.3999999999999986,-1.7278617710583093,509922.0,,tushare_legacy_get_k_data,51.65796130103575,0.22335277405870713,0.3584248381029154,-0.2701441280884166,23.04,24.25771917944971,21.82228082055029,35.93383909300723,35.15660127703367,37.488314724954336
000776.SZ,20251110,22.71,23.83,22.56,23.6,22.75,0.8500000000000014,3.7362637362637425,980462.0,,tushare_legacy_get_k_data,57.45224780727373,0.27096462241900454,0.34093279496613327,-0.13993634509425745,23.063499999999998,24.30516460849928,21.821835391500716,49.60873451054553,39.97397902153762,68.87824548856135
000776.SZ,20251111,23.44,23.65,23.05,23.14,23.6,-0.4600000000000008,-1.949152542372885,557968.0,,tushare_legacy_get_k_data,53.70095792192891,0.2684842799956577,0.3264430919720382,-0.11591762395276095,23.0595,24.29963668601476,21.81936331398524,52.55719176709478,44.16838327005667,69.334808761171
000776.SZ,20251112,23.01,23.36,22.85,23.05,23.14,-0.0899999999999998,-0.3889369057908377,526842.0,,tushare_legacy_get_k_data,52.9721872817794,0.25630185467827005,0.3124148445132846,-0.11222597967002912,22.9905,24.059732902598718,21.921267097401284,54.687250651747426,47.674672397286926,68.71240716066842
000776.SZ,20251113,23.0,23.58,22.97,23.47,23.05,0.4199999999999981,1.822125813449016,625108.0,,tushare_legacy_get_k_data,55.974814998527435,0.2773406741056341,0.3054000104317545,-0.0561186726522408,22.955000000000002,23.904326076751126,22.005673923248878,63.47571096081407,52.941685251795974,84.54376237885026
000776.SZ,20251114,23.2,23.35,22.81,22.85,23.47,-0.6199999999999974,-2.6416702172986684,554490.0,,tushare_legacy_get_k_data,50.81681612519809,0.2412048126985198,0.2925609708851076,-0.10271231637317557,22.934,23.873050584366833,21.99494941563317,58.087749959539174,54.65704015437704,64.94916956986344
000776.SZ,20251117,22.78,22.8,22.33,22.43,22.85,-0.4200000000000017,-1.8380743982494605,460447.0,,tushare_legacy_get_k_data,47.61584085904797,0.1766401940724478,0.26937681552257564,-0.18547324290025569,22.924500000000002,23.879769072041846,21.969230927958158,46.968894238259104,52.094324849004394,36.718033016768516
000776.SZ,20251118,22.38,23.07,22.34,22.66,22.43,0.2300000000000004,1.0254123941150264,542285.0,,tushare_legacy_get_k_data,49.49211910691526,0.14238996359251033,0.24397944513656258,-0.20317896308810451,22.9185,23.878818176439296,21.958181823560707,39.15573341374136,47.78146103725005,21.904278166723984
000776.SZ,20251119,22.56,22.97,22.53,22.76,22.66,0.1000000000000014,0.4413062665489913,351079.0,,tushare_legacy_get_k_data,50.32520578673481,0.12191026776244485,0.21956560966173905,-0.1953106837985884,22.94,23.865267528879993,22.01473247112001,35.659377831383196,43.74076663529443,19.496600223560733
000776.SZ,20251120,23.29,23.35,22.1,22.1,22.76,-0.6600000000000001,-2.899824253075572,659503.0,,tushare_legacy_get_k_data,45.04439703272582,0.05182605857635281,0.18601769944466182,-0.268383281736618,22.911,23.90112928448748,21.92087071551252,23.77291855425546,37.08481727494811,-2.8508788871298236
000776.SZ,20251121,21.87,22.08,21.08,21.1,22.1,-1.0,-4.524886877828054,724945.0,,tushare_legacy_get_k_data,38.459367000323695,-0.083445912251225,0.13212497710548446,-0.4311417787134189,22.818,24.08339480005242,21.552605199947582,16.108015741747522,30.092550097214577,-11.861052969186588
000776.SZ,20251124,21.2,21.39,20.88,21.16,21.1,0.0599999999999987,0.2843601895734536,426010.0,,tushare_legacy_get_k_data,39.03524665688734,-0.18369095022438842,0.0689617916395099,-0.5053054837277966,22.7055,24.13038560944369,21.280614390556313,14.19546728462182,24.79352249301699,-7.00064313216852
000776.SZ,20251125,21.2,21.29,20.91,20.98,21.16,-0.1799999999999997,-0.8506616257088833,531444.0,,tushare_legacy_get_k_data,37.88974070704357,-0.27449614008684264,0.00027020529423938983,-0.549532690762164,22.6055,24.208839951476207,21.00216004852379,10.698212757649133,20.09508591456104,-8.09553355617468
000776.SZ,20251126,20.97,21.36,20.92,21.09,20.98,0.1099999999999994,0.5243088655862699,436173.0,,tushare_legacy_get_k_data,39.0665366118596,-0.333736717442477,-0.0665311792531039,-0.5344110763787462,22.464000000000002,24.07780791917742,20.850192080822584,9.966149935598756,16.71877392157361,-3.539098036350957
